"division","gender","belt","weight","fight","day","date","time","winner_idx","comp01_n","ID_1","comp01_name","comp01_club","comp01_dq","comp01_won","comp02_n","ID_2","comp02_name","comp02_club","comp02_dq","comp02_won"
"Master 5","Male","BLACK","Middle","FIGHT 52","Fri","09/02","03:56 PM",1,"17",7008,"Scott Abernathy","CheckMat",0,1,"25",7008,"Jan A Colon Negron","Behring Puerto Rico",0,0
"Master 5","Male","BLACK","Middle","FIGHT 48","Fri","09/02","03:17 PM",1,"12",7009,"Steven Lamont Hudson","Todd Ryan BJJ",0,1,"20",7009,"Michael James Gottesman","Six Blades Jiu-Jitsu",1,0
"Master 5","Male","BLACK","Middle","FIGHT 48","Fri","09/02","03:39 PM",2,"10",7010,"Robert Jerome Dietz Jr","R1NG BJJ",0,0,"17",7010,"Scott Abernathy","CheckMat",0,1
"Master 5","Male","BLACK","Middle","FIGHT 54","Fri","09/02","04:00 PM",1,"1",7011,"Marco Aurélio Ress","Gracie Barra",0,1,"27",7011,"Baltazar T Martinez","GF Team",0,0
"Master 5","Male","BLACK","Middle","FIGHT 55","Fri","09/02","04:18 PM",1,"4",7012,"Devin A Dallaire","TAC Team BJJ",0,1,"17",7012,"Scott Abernathy","CheckMat",0,0
"Master 5","Male","BLACK","Middle","FIGHT 46","Fri","09/02","02:52 PM",1,"16",7013,"Sean Christopher Stewart","Colorado BJJ",0,1,"24",7013,"Jonathan Tane Wood","MyBJJ Team",0,0
"Master 5","Male","BLACK","Middle","FIGHT 49","Fri","09/02","03:33 PM",1,"14",7014,"Tatsuo Goya","Alliance ",0,1,"22",7014,"Jose Antonio Gonzalez","CheckMat International",1,0
"Master 5","Male","BLACK","Middle","FIGHT 50","Fri","09/02","03:30 PM",1,"1",7015,"Marco Aurélio Ress","Gracie Barra",0,1,"16",7015,"Sean Christopher Stewart","Colorado BJJ",0,0
"Master 5","Male","BLACK","Middle","FIGHT 50","Fri","09/02","03:46 PM",1,"4",7016,"Devin A Dallaire","TAC Team BJJ",0,1,"14",7016,"Tatsuo Goya","Alliance ",0,0
"Master 5","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"1",7017,"Marco Aurélio Ress","Gracie Barra",0,1,"BYE",7017,"BYE","BYE",0,1
"Master 5","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"4",7018,"Devin A Dallaire","TAC Team BJJ",0,1,"BYE",7018,"BYE","BYE",0,1
"Master 5","Male","BLACK","Middle","FIGHT 44","Fri","09/02","02:39 PM",2,"8",7019,"James Dewayne Hoskins","Renzo Gracie Houston",0,0,"26",7019,"David M Ginsberg","Ginsberg Academy of Brazilian Jiu Jitsu",0,1
"Master 5","Male","BLACK","Middle","FIGHT 45","Fri","09/02","02:51 PM",2,"13",7020,"Douglas Michael Fournet","CheckMat",0,0,"21",7020,"Manuel Rey Martinez","Behring Puerto Rico",0,1
"Master 5","Male","BLACK","Middle","FIGHT 48","Fri","09/02","03:05 PM",2,"19",7021,"Michael Patrick Horihan","Balance",0,0,"26",7021,"David M Ginsberg","Ginsberg Academy of Brazilian Jiu Jitsu",0,1
"Master 5","Male","BLACK","Middle","FIGHT 57","Fri","09/02","03:58 PM",1,"5",7022,"Andre Luiz Leite","Double Five",0,1,"26",7022,"David M Ginsberg","Ginsberg Academy of Brazilian Jiu Jitsu",0,0
"Master 5","Male","BLACK","Middle","FIGHT 48","Fri","09/02","03:11 PM",1,"3",7023,"Almansor Vaz","Zenith BJJ",0,1,"21",7023,"Manuel Rey Martinez","Behring Puerto Rico",0,0
"Master 5","Male","BLACK","Middle","FIGHT 45","Fri","09/02","02:48 PM",2,"11",7024,"John P Cambronero","Serra BJJ Academy ",0,0,"19",7024,"Michael Patrick Horihan","Balance",0,1
"Master 5","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"3",7025,"Almansor Vaz","Zenith BJJ",0,1,"BYE",7025,"BYE","BYE",0,1
"Master 5","Male","BLACK","Middle","FIGHT 54","Fri","09/02","03:42 PM",2,"2",7026,"Patrick L Robinson","Choke-U",0,0,"26",7026,"David M Ginsberg","Ginsberg Academy of Brazilian Jiu Jitsu",0,1
"Master 5","Male","BLACK","Middle","FIGHT 51","Fri","09/02","03:31 PM",1,"5",7027,"Andre Luiz Leite","Double Five",0,1,"3",7027,"Almansor Vaz","Zenith BJJ",0,0
"Master 5","Male","BLACK","Middle","FIGHT 47","Fri","09/02","03:00 PM",2,"15",7028,"Shane Takemi Saito","Relson Gracie",0,0,"23",7028,"Jorge Daniel Vega Mezarina","Lotus Club USA",0,1
"Master 5","Male","BLACK","Middle","FIGHT 46","Fri","09/02","02:57 PM",1,"9",7029,"Waihung Ma","Atos Jiu-Jitsu",0,1,"18",7029,"Narendra S Chandrashekar","Coachella Valley BJJ",0,0
"Master 5","Male","BLACK","Middle","FIGHT 50","Fri","09/02","03:18 PM",1,"2",7030,"Patrick L Robinson","Choke-U",0,1,"23",7030,"Jorge Daniel Vega Mezarina","Lotus Club USA",0,0
"Master 5","Male","BLACK","Middle","FIGHT 49","Fri","09/02","03:18 PM",1,"5",7031,"Andre Luiz Leite","Double Five",0,1,"9",7031,"Waihung Ma","Atos Jiu-Jitsu",0,0
"Master 5","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"2",7032,"Patrick L Robinson","Choke-U",0,1,"BYE",7032,"BYE","BYE",0,1
"Master 5","Male","BLACK","Middle","BYE","BYE","BYE","BYE",1,"5",7033,"Andre Luiz Leite","Double Five",0,1,"BYE",7033,"BYE","BYE",0,1
"Master 5","Male","BLACK","Middle","FIGHT 59","Fri","09/02","05:05 PM",2,"5",7034,"Andre Luiz Leite","Double Five",0,0,"1",7034,"Marco Aurélio Ress","Gracie Barra",0,1
"Master 5","Male","BLUE","Medium Heavy","FIGHT 45","Sat","09/03","02:21 PM",2,"1",7035,"Jan Patrik Bohman","Team Leites Stockholm",0,0,"16",7035,"Douglas Allen Devoll","GF Team",0,1
"Master 5","Male","BLUE","Medium Heavy","FIGHT 56","Sat","09/03","03:15 PM",2,"2",7036,"Erik Kjell Kvarme Sr","Texas Punishment Crew",1,0,"15",7036,"Kerry Russell Harris","TAC Team BJJ",0,1
"Master 5","Male","BLUE","Medium Heavy","FIGHT 54","Sat","09/03","03:20 PM",2,"12",7037,"Richard Barry Pearce","Gracie Barra",0,0,"16",7037,"Douglas Allen Devoll","GF Team",0,1
"Master 5","Male","BLUE","Medium Heavy","FIGHT 66","Sat","09/03","04:29 PM",1,"5",7038,"Jason Adam Ross","Carlson Gracie Team",0,1,"4",7038,"Kevin James Cuccinelli","Carlson Gracie Team",0,0
"Master 5","Male","BLUE","Medium Heavy","FIGHT 58","Sat","09/03","03:29 PM",2,"11",7039,"Robert Daniel Saeger","Gracie Humaita",0,0,"15",7039,"Kerry Russell Harris","TAC Team BJJ",0,1
"Master 5","Male","BLUE","Medium Heavy","FIGHT 47","Sat","09/03","02:33 PM",2,"8",7040,"Paul Matthew McNeff","Fredson Paixao BJJ Las Vegas",0,0,"12",7040,"Richard Barry Pearce","Gracie Barra",0,1
"Master 5","Male","BLUE","Medium Heavy","FIGHT 50","Sat","09/03","02:51 PM",2,"7",7041,"Ehsan Bakhteyar","Chapel Hill Team Roc",0,0,"11",7041,"Robert Daniel Saeger","Gracie Humaita",0,1
"Master 5","Male","BLUE","Medium Heavy","FIGHT 61","Sat","09/03","03:51 PM",1,"4",7042,"Kevin James Cuccinelli","Carlson Gracie Team",0,1,"16",7042,"Douglas Allen Devoll","GF Team",0,0
"Master 5","Male","BLUE","Medium Heavy","FIGHT 63","Sat","09/03","04:03 PM",1,"5",7043,"Jason Adam Ross","Carlson Gracie Team",0,1,"15",7043,"Kerry Russell Harris","TAC Team BJJ",0,0
"Master 5","Male","BLUE","Medium Heavy","FIGHT 48","Sat","09/03","02:39 PM",1,"4",7044,"Kevin James Cuccinelli","Carlson Gracie Team",0,1,"14",7044,"Mark Andeer","Valko BJJ Academy",0,0
"Master 5","Male","BLUE","Medium Heavy","FIGHT 53","Sat","09/03","03:13 PM",2,"3",7045,"John Lee Byrd","Team Jucão",0,0,"13",7045,"Matthew Leroy Thompson","Cascao Jiu-Jitsu",0,1
"Master 5","Male","BLUE","Medium Heavy","FIGHT 57","Sat","09/03","03:20 PM",1,"BYE",7046,"BYE","BYE",0,1,"4",7046,"Kevin James Cuccinelli","Carlson Gracie Team",0,1
"Master 5","Male","BLUE","Medium Heavy","FIGHT 60","Sat","09/03","03:43 PM",1,"5",7047,"Jason Adam Ross","Carlson Gracie Team",0,1,"13",7047,"Matthew Leroy Thompson","Cascao Jiu-Jitsu",0,0
"Master 5","Male","BLUE","Medium Heavy","FIGHT 55","Sat","09/03","03:20 PM",0,"6",7048,"Malcolm L Durham","Marco Nascimento BJJ",1,0,"10",7048,"Thomas Cyril Boysen Jr","Foster Brazilian Jiu-Jitsu",1,0
"Master 5","Male","BLUE","Medium Heavy","FIGHT 52","Sat","09/03","03:07 PM",1,"5",7049,"Jason Adam Ross","Carlson Gracie Team",0,1,"9",7049,"Wolfgang Dirk Hans Kaumanns","GF Team",0,0
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 38","Sat","09/03","02:00 PM",2,"14",7050,"Hugh McNeil","Demian Maia Jiu-Jitsu USA",0,0,"21",7050,"Aaron Peter O Hare","Mach One",0,1
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 41","Sat","09/03","01:58 PM",1,"16",7051,"Eb Chan","GF Team",0,1,"20",7051,"Brian David Sturgeon","Combat Base Kalamazoo",1,0
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 42","Sat","09/03","02:24 PM",1,"4",7052,"Jason Mitchler","Prime Jiu-Jitsu Center",0,1,"21",7052,"Aaron Peter O Hare","Mach One",0,0
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 52","Sat","09/03","03:32 PM",2,"16",7053,"Eb Chan","GF Team",0,0,"4",7053,"Jason Mitchler","Prime Jiu-Jitsu Center",0,1
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 44","Sat","09/03","02:38 PM",2,"1",7054,"Jorge Alberto Reyes","ZR Team NC",0,0,"16",7054,"Eb Chan","GF Team",0,1
"Master 5","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"4",7055,"Jason Mitchler","Prime Jiu-Jitsu Center",0,1,"BYE",7055,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"1",7056,"Jorge Alberto Reyes","ZR Team NC",0,1,"BYE",7056,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 49","Sat","09/03","03:15 PM",2,"10",7057,"Dan Ginavan","Nova União",0,0,"4",7057,"Jason Mitchler","Prime Jiu-Jitsu Center",0,1
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 50","Sat","09/03","03:18 PM",2,"12",7058,"Peter Khemara Ly","Lansang Brazilian Jiu-Jitsu",0,0,"16",7058,"Eb Chan","GF Team",0,1
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 39","Sat","09/03","02:05 PM",1,"10",7059,"Dan Ginavan","Nova União",0,1,"15",7059,"Francisco A Carrillo","Six Blades Jiu-Jitsu",0,0
"Master 5","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"8",7060,"Battsengel Bataa","Mongolian BJJ",0,1,"BYE",7060,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 46","Sat","09/03","02:58 PM",2,"6",7061,"Tarik Ayele Tyler ","Renzo Gracie Academy",0,0,"10",7061,"Dan Ginavan","Nova União",0,1
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 43","Sat","09/03","02:07 PM",1,"12",7062,"Peter Khemara Ly","Lansang Brazilian Jiu-Jitsu",0,1,"8",7062,"Battsengel Bataa","Mongolian BJJ",1,0
"Master 5","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"6",7063,"Tarik Ayele Tyler ","Renzo Gracie Academy",0,1,"BYE",7063,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"12",7064,"Peter Khemara Ly","Lansang Brazilian Jiu-Jitsu",0,1,"BYE",7064,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 45","Sat","09/03","02:24 PM",2,"18",7065,"Dariusz Waclaw Kwiatkowski","Brasa CTA",1,0,"19",7065,"Bryant Joseph Quiddaoen Merafuentes","Inverse",0,1
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 43","Sat","09/03","02:19 PM",1,"13",7066,"John Anthony Coller","Six Blades Jiu-Jitsu",0,1,"17",7066,"David Brian Jernigan","R1NG BJJ",0,0
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 51","Sat","09/03","03:13 PM",2,"2",7067,"Patrik Ziman","Fabio Santos Bratislava",1,0,"19",7067,"Bryant Joseph Quiddaoen Merafuentes","Inverse",0,1
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 57","Sat","09/03","03:44 PM",2,"3",7068,"Doron Kim","Jean Jacques Machado BJJ",0,0,"7",7068,"Robert Lee  Jenkins","Brazilian Top Team",0,1
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 46","Sat","09/03","02:46 PM",1,"3",7069,"Doron Kim","Jean Jacques Machado BJJ",0,1,"13",7069,"John Anthony Coller","Six Blades Jiu-Jitsu",0,0
"Master 5","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"2",7070,"Patrik Ziman","Fabio Santos Bratislava",0,1,"BYE",7070,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"3",7071,"Doron Kim","Jean Jacques Machado BJJ",0,1,"BYE",7071,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 52","Sat","09/03","03:16 PM",1,"7",7072,"Robert Lee  Jenkins","Brazilian Top Team",0,1,"19",7072,"Bryant Joseph Quiddaoen Merafuentes","Inverse",0,0
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 53","Sat","09/03","03:07 PM",1,"BYE",7073,"BYE","BYE",0,1,"3",7073,"Doron Kim","Jean Jacques Machado BJJ",0,1
"Master 5","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"7",7074,"Robert Lee  Jenkins","Brazilian Top Team",0,1,"BYE",7074,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"5",7075,"William Joseph Watson","Team Shawn Hammonds",0,1,"BYE",7075,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 44","Sat","09/03","02:26 PM",2,"11",7076,"Thomas Ballentine","GF Team",0,0,"7",7076,"Robert Lee  Jenkins","Brazilian Top Team",0,1
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 50","Sat","09/03","03:07 PM",0,"9",7077,"Theodore Robert Treese","Alliance ",1,0,"5",7077,"William Joseph Watson","Team Shawn Hammonds",1,0
"Master 5","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"11",7078,"Thomas Ballentine","GF Team",0,1,"BYE",7078,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Medium Heavy","BYE","BYE","BYE","BYE",1,"9",7079,"Theodore Robert Treese","Alliance ",0,1,"BYE",7079,"BYE","BYE",0,1
"Master 5","Male","PURPLE","Medium Heavy","FIGHT 62","Sat","09/03","04:19 PM",2,"7",7080,"Robert Lee  Jenkins","Brazilian Top Team",0,0,"4",7080,"Jason Mitchler","Prime Jiu-Jitsu Center",0,1
"Master 5","Male","BROWN","Medium Heavy","FIGHT 58","Thu","09/01","05:31 PM",2,"15",7081,"Marco Piero Crispini","Gracie Barcelona",1,0,"18",7081,"Damion Jeremy Triplett","Combat Base",0,1
"Master 5","Male","BROWN","Medium Heavy","FIGHT 55","Thu","09/01","04:19 PM",1,"13",7082,"Micheal D Noice","Relson Gracie",0,1,"16",7082,"Jay S Lewis","Nova União",1,0
"Master 5","Male","BROWN","Medium Heavy","FIGHT 56","Thu","09/01","05:33 PM",2,"2",7083,"Shawn Michael Lawrence","Iron Lion Jiu-Jitsu Academy",0,0,"18",7083,"Damion Jeremy Triplett","Combat Base",0,1
"Master 5","Male","BROWN","Medium Heavy","FIGHT 65","Thu","09/01","06:11 PM",2,"5",7084,"Ivo Eugeniev","Lubomir Guedjev BJJ Academy",0,0,"18",7084,"Damion Jeremy Triplett","Combat Base",0,1
"Master 5","Male","BROWN","Medium Heavy","FIGHT 60","Thu","09/01","05:34 PM",2,"3",7085,"Adam J Barbee","Unity Jiu-jitsu",1,0,"13",7085,"Micheal D Noice","Relson Gracie",0,1
"Master 5","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"2",7086,"Shawn Michael Lawrence","Iron Lion Jiu-Jitsu Academy",0,1,"BYE",7086,"BYE","BYE",0,1
"Master 5","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"3",7087,"Adam J Barbee","Unity Jiu-jitsu",0,1,"BYE",7087,"BYE","BYE",0,1
"Master 5","Male","BROWN","Medium Heavy","FIGHT 62","Thu","09/01","05:54 PM",2,"11",7088,"William Claude Gordon III","Gracie Barra",0,0,"18",7088,"Damion Jeremy Triplett","Combat Base",0,1
"Master 5","Male","BROWN","Medium Heavy","FIGHT 61","Thu","09/01","05:47 PM",1,"5",7089,"Ivo Eugeniev","Lubomir Guedjev BJJ Academy",0,1,"13",7089,"Micheal D Noice","Relson Gracie",0,0
"Master 5","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"7",7090,"Barry R Solway","Easton BJJ",0,1,"BYE",7090,"BYE","BYE",0,1
"Master 5","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"5",7091,"Ivo Eugeniev","Lubomir Guedjev BJJ Academy",0,1,"BYE",7091,"BYE","BYE",0,1
"Master 5","Male","BROWN","Medium Heavy","FIGHT 54","Thu","09/01","05:07 PM",1,"11",7092,"William Claude Gordon III","Gracie Barra",0,1,"7",7092,"Barry R Solway","Easton BJJ",0,0
"Master 5","Male","BROWN","Medium Heavy","FIGHT 59","Thu","09/01","05:31 PM",2,"9",7093,"Roger V Laperna","R1NG BJJ",1,0,"5",7093,"Ivo Eugeniev","Lubomir Guedjev BJJ Academy",0,1
"Master 5","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"11",7094,"William Claude Gordon III","Gracie Barra",0,1,"BYE",7094,"BYE","BYE",0,1
"Master 5","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"9",7095,"Roger V Laperna","R1NG BJJ",0,1,"BYE",7095,"BYE","BYE",0,1
"Master 5","Male","BROWN","Medium Heavy","FIGHT 58","Thu","09/01","05:05 PM",2,"17",7096,"Fabiano L Sampaio Vianna","Rilion Gracie Jiu-Jitsu Academy",1,0,"19",7096,"Andrew Marcel Pence","Atos Jiu-Jitsu",0,1
"Master 5","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"4",7097,"João Carlos  Fernandes de Freitas","Equipe A",0,1,"BYE",7097,"BYE","BYE",0,1
"Master 5","Male","BROWN","Medium Heavy","FIGHT 60","Thu","09/01","05:16 PM",1,"1",7098,"Nathaniel Fowler Jr","LEAD BJJ",0,1,"19",7098,"Andrew Marcel Pence","Atos Jiu-Jitsu",0,0
"Master 5","Male","BROWN","Medium Heavy","FIGHT 68","Thu","09/01","06:05 PM",2,"4",7099,"João Carlos  Fernandes de Freitas","Equipe A",0,0,"8",7099,"Leonardo Siena Pizzichi","Budo Clan",0,1
"Master 5","Male","BROWN","Medium Heavy","FIGHT 64","Thu","09/01","05:30 PM",2,"14",7100,"Mark Sasser","R1NG BJJ",1,0,"4",7100,"João Carlos  Fernandes de Freitas","Equipe A",0,1
"Master 5","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"1",7101,"Nathaniel Fowler Jr","LEAD BJJ",0,1,"BYE",7101,"BYE","BYE",0,1
"Master 5","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"14",7102,"Mark Sasser","R1NG BJJ",0,1,"BYE",7102,"BYE","BYE",0,1
"Master 5","Male","BROWN","Medium Heavy","FIGHT 63","Thu","09/01","05:32 PM",1,"8",7103,"Leonardo Siena Pizzichi","Budo Clan",0,1,"1",7103,"Nathaniel Fowler Jr","LEAD BJJ",0,0
"Master 5","Male","BROWN","Medium Heavy","FIGHT 65","Thu","09/01","05:47 PM",2,"6",7104,"Gene Edward Nickels Jr","Nova União",0,0,"4",7104,"João Carlos  Fernandes de Freitas","Equipe A",0,1
"Master 5","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"8",7105,"Leonardo Siena Pizzichi","Budo Clan",0,1,"BYE",7105,"BYE","BYE",0,1
"Master 5","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"6",7106,"Gene Edward Nickels Jr","Nova União",0,1,"BYE",7106,"BYE","BYE",0,1
"Master 5","Male","BROWN","Medium Heavy","FIGHT 62","Thu","09/01","05:27 PM",2,"12",7107,"Shawn Bradley McMorrough","Gracie Barra",1,0,"8",7107,"Leonardo Siena Pizzichi","Budo Clan",0,1
"Master 5","Male","BROWN","Medium Heavy","FIGHT 59","Thu","09/01","05:09 PM",2,"10",7108,"Albert Alexander Avedikian","Rebel Jiu-Jitsu ",0,0,"6",7108,"Gene Edward Nickels Jr","Nova União",0,1
"Master 5","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"12",7109,"Shawn Bradley McMorrough","Gracie Barra",0,1,"BYE",7109,"BYE","BYE",0,1
"Master 5","Male","BROWN","Medium Heavy","BYE","BYE","BYE","BYE",1,"10",7110,"Albert Alexander Avedikian","Rebel Jiu-Jitsu ",0,1,"BYE",7110,"BYE","BYE",0,1
"Master 5","Male","BROWN","Medium Heavy","FIGHT 70","Thu","09/01","06:30 PM",1,"8",7111,"Leonardo Siena Pizzichi","Budo Clan",0,1,"18",7111,"Damion Jeremy Triplett","Combat Base",0,0
"Master 5","Male","BLACK","Medium Heavy","FIGHT 43","Fri","09/02","02:33 PM",1,"16",7112,"Elias Bettencourt","CheckMat",0,1,"17",7112,"Brad Clayton Conway","Carlson Gracie Team",0,0
"Master 5","Male","BLACK","Medium Heavy","BYE","BYE","BYE","BYE",1,"4",7113,"Tom D Knox","Cleber Jiu-Jitsu Visalia",0,1,"BYE",7113,"BYE","BYE",0,1
"Master 5","Male","BLACK","Medium Heavy","FIGHT 54","Fri","09/02","03:32 PM",2,"1",7114,"Paul Leon Nava","Ares BJJ",1,0,"16",7114,"Elias Bettencourt","CheckMat",0,1
"Master 5","Male","BLACK","Medium Heavy","FIGHT 58","Fri","09/02","03:58 PM",1,"6",7115,"Amal B Easton","Easton BJJ",0,1,"16",7115,"Elias Bettencourt","CheckMat",0,0
"Master 5","Male","BLACK","Medium Heavy","FIGHT 46","Fri","09/02","02:41 PM",2,"14",7116,"Shaun William Green","Marangoni BJJ International",0,0,"4",7116,"Tom D Knox","Cleber Jiu-Jitsu Visalia",0,1
"Master 5","Male","BLACK","Medium Heavy","BYE","BYE","BYE","BYE",1,"1",7117,"Paul Leon Nava","Ares BJJ",0,1,"BYE",7117,"BYE","BYE",0,1
"Master 5","Male","BLACK","Medium Heavy","BYE","BYE","BYE","BYE",1,"14",7118,"Shaun William Green","Marangoni BJJ International",0,1,"BYE",7118,"BYE","BYE",0,1
"Master 5","Male","BLACK","Medium Heavy","FIGHT 55","Fri","09/02","03:38 PM",2,"12",7119,"Billy Fletcher","Alliance ",0,0,"16",7119,"Elias Bettencourt","CheckMat",0,1
"Master 5","Male","BLACK","Medium Heavy","FIGHT 49","Fri","09/02","02:59 PM",1,"6",7120,"Amal B Easton","Easton BJJ",0,1,"4",7120,"Tom D Knox","Cleber Jiu-Jitsu Visalia",0,0
"Master 5","Male","BLACK","Medium Heavy","BYE","BYE","BYE","BYE",1,"8",7121,"Robert Barron Mena","Honor Roll BJJ",0,1,"BYE",7121,"BYE","BYE",0,1
"Master 5","Male","BLACK","Medium Heavy","BYE","BYE","BYE","BYE",1,"6",7122,"Amal B Easton","Easton BJJ",0,1,"BYE",7122,"BYE","BYE",0,1
"Master 5","Male","BLACK","Medium Heavy","FIGHT 45","Fri","09/02","02:53 PM",1,"12",7123,"Billy Fletcher","Alliance ",0,1,"8",7123,"Robert Barron Mena","Honor Roll BJJ",0,0
"Master 5","Male","BLACK","Medium Heavy","FIGHT 47","Fri","09/02","02:47 PM",2,"10",7124,"Franck M LouisMarie","GF Team",0,0,"6",7124,"Amal B Easton","Easton BJJ",0,1
"Master 5","Male","BLACK","Medium Heavy","BYE","BYE","BYE","BYE",1,"12",7125,"Billy Fletcher","Alliance ",0,1,"BYE",7125,"BYE","BYE",0,1
"Master 5","Male","BLACK","Medium Heavy","BYE","BYE","BYE","BYE",1,"10",7126,"Franck M LouisMarie","GF Team",0,1,"BYE",7126,"BYE","BYE",0,1
"Master 5","Male","BLACK","Medium Heavy","FIGHT 41","Fri","09/02","02:35 PM",1,"15",7127,"Ricardo Lopes Delneri","Alliance ",0,1,"18",7127,"Antonio Mendes de Vasconcelos Filho","Marco Nascimento BJJ",0,0
"Master 5","Male","BLACK","Medium Heavy","BYE","BYE","BYE","BYE",1,"3",7128,"Rogério Camargo Leite","Carlson Gracie Team",0,1,"BYE",7128,"BYE","BYE",0,1
"Master 5","Male","BLACK","Medium Heavy","FIGHT 48","Fri","09/02","03:24 PM",2,"2",7129,"Raymond G Trammell Jr","Rigan Machado",1,0,"15",7129,"Ricardo Lopes Delneri","Alliance ",0,1
"Master 5","Male","BLACK","Medium Heavy","FIGHT 53","Fri","09/02","04:01 PM",1,"3",7130,"Rogério Camargo Leite","Carlson Gracie Team",0,1,"7",7130,"Daniel Druker","Fight Sports",0,0
"Master 5","Male","BLACK","Medium Heavy","FIGHT 48","Fri","09/02","02:48 PM",2,"13",7131,"Thomas Gadsby Asturias","Unified Jiu Jitsu",1,0,"3",7131,"Rogério Camargo Leite","Carlson Gracie Team",0,1
"Master 5","Male","BLACK","Medium Heavy","BYE","BYE","BYE","BYE",1,"2",7132,"Raymond G Trammell Jr","Rigan Machado",0,1,"BYE",7132,"BYE","BYE",0,1
"Master 5","Male","BLACK","Medium Heavy","BYE","BYE","BYE","BYE",1,"13",7133,"Thomas Gadsby Asturias","Unified Jiu Jitsu",0,1,"BYE",7133,"BYE","BYE",0,1
"Master 5","Male","BLACK","Medium Heavy","FIGHT 49","Fri","09/02","03:28 PM",1,"7",7134,"Daniel Druker","Fight Sports",0,1,"15",7134,"Ricardo Lopes Delneri","Alliance ",0,0
"Master 5","Male","BLACK","Medium Heavy","FIGHT 49","Fri","09/02","02:50 PM",2,"5",7135,"Edward Simonson","Yamasaki Academy",0,0,"3",7135,"Rogério Camargo Leite","Carlson Gracie Team",0,1
"Master 5","Male","BLACK","Medium Heavy","BYE","BYE","BYE","BYE",1,"7",7136,"Daniel Druker","Fight Sports",0,1,"BYE",7136,"BYE","BYE",0,1
"Master 5","Male","BLACK","Medium Heavy","BYE","BYE","BYE","BYE",1,"5",7137,"Edward Simonson","Yamasaki Academy",0,1,"BYE",7137,"BYE","BYE",0,1
"Master 5","Male","BLACK","Medium Heavy","FIGHT 44","Fri","09/02","02:58 PM",2,"11",7138,"Raimundo Nonato Barroso Sales","Atos Jiu-Jitsu",0,0,"7",7138,"Daniel Druker","Fight Sports",0,1
"Master 5","Male","BLACK","Medium Heavy","FIGHT 45","Fri","09/02","02:29 PM",2,"9",7139,"Carlos E Hernandez","The Farm Brazilian Jiu-Jitsu",0,0,"5",7139,"Edward Simonson","Yamasaki Academy",0,1
